data_type,exclusion,outcome,adjustment_set,model_type,outcome_label,adjustment_label,RR,conf.low,conf.high,p.value
long_w1,none,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""br002_"")",log_reg,death_by_event+event_ever,age_int+br002_+dn042_,1.04799969642669,0.993443486842225,1.10596508953073,0.086711294111787
cross,none,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn042_"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+dn042_+phactiv,0.983444203797138,0.966199225897238,1.00103786363385,0.0646811078640503
long_w1,married_before18,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+dn042_+phactiv,1.03577281298779,0.99687839414066,1.0763799524761,0.0725419802939454
cross,none,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""age_int"", ""dn042_"", ""phactiv"")",log_reg,age_at_event+event_ever+since_last_int,age_int+dn042_+phactiv,0.980729271076457,0.963562490378559,0.998242206230637,0.0309842671700078
long_w1,younger_than_55_w1,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+dn042_+phactiv,1.02079055048085,0.980798651277596,1.06258803687884,0.313869579431434
long_w1,divorced_widowed,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""phactiv"")",log_reg,death_by_event+event_ever,age_int+dn042_+phactiv,1.03604950353304,0.997191239076375,1.07661826912,0.0700590324535409
long_w1,country,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn042_"", ""phactiv"")",log_reg,death_by_event+event_ever,age_int+dn042_+phactiv,1.02513057032349,0.985227954802385,1.06685233009086,0.221545427688513
long_w1,divorced_widowed,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""country"", ""dn010_"")",log_reg,age_at_event+event_ever,age_int+country+dn010_,1.11830568408276,1.07078110055543,1.16834103306946,4.97988318798277e-07
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""country"", ""dn010_"")",log_reg,age_at_event+event_ever,age_int+country+dn010_,1.0487919713772,1.03121522645374,1.06671599867182,3.43551763235687e-08
long_nostrict,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+country,1.04632273886733,1.01701160074728,1.07660947211406,0.00182671987579005
long_w1,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+country,1.13669148158776,1.07623983243288,1.20104046377128,4.69190394217727e-06
long_w1,none,event_ever,"c(""age_int"", ""country"", ""br002_"")",log_reg,event_ever,age_int+br002_+country,1.12690282954295,1.06803946285485,1.18955637998624,1.38202774986696e-05
long_w1,younger_than_55_w1,event_ever,"c(""age_int"", ""country"", ""br002_"")",log_reg,event_ever,age_int+br002_+country,1.12768162861864,1.06543754888259,1.19411744484466,3.60190411324374e-05
long_nostrict,married_before18,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""country"", ""br002_"")",log_reg,age_at_event+event_ever,age_int+br002_+country,1.05540673627744,1.02506065022261,1.08679735236151,0.000300724551913498
cross,younger_than_55_w1,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""country"", ""br002_"")",log_reg,age_at_event+event_ever,age_int+br002_+country,1.10064490999861,1.06871389139116,1.13367145264001,1.8777762415506e-10
long_w1,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+country+phactiv,1.11547190694518,1.07442246839018,1.15832603895721,1.2184823536482e-08
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+country+phactiv,1.06040589953485,1.03696408344365,1.08444155521119,2.81069023061125e-07
long_nostrict,born_after1954,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+country+phactiv,1.05412791839804,1.0323117934272,1.07646786301929,8.07223125502782e-07
long_nostrict,none,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""country"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+country+phactiv,1.05879547268889,1.03745436603164,1.08064267862518,3.99599193301831e-08
cross,none,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""country"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+country+phactiv,1.04947854176012,1.03181744682832,1.06748611803778,2.54136740746069e-08
long_nostrict,born_after1954,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""country"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+country+phactiv,1.05412791839804,1.0323117934272,1.07646786301929,8.07223125502782e-07
cross,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever,age_int+br002_+dn010_,1.05183126179401,1.01999629634504,1.08481217819388,0.00130259164568556
long_w1,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""age_int"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever+since_last_int,age_int+br002_+dn010_,1.09721899376696,1.03066149185107,1.16905624032208,0.00388868002326992
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""age_int"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever+since_last_int,age_int+br002_+dn010_,1.02232059354172,0.995684735646411,1.04979760637654,0.102007514623671
long_nostrict,divorced_widowed,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,age_int+br002_+dn010_,1.00700434357586,0.976445426161602,1.03869139706601,0.657929575844653
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever,age_int+br002_+dn010_,1.04175771554757,1.00378380608942,1.08140673050625,0.0313139773801712
long_nostrict,born_after1954,event_ever,"c(""age_int"", ""dn010_"", ""phactiv"")",log_reg,event_ever,age_int+dn010_+phactiv,1.03603178208788,1.01260255191408,1.06009441578789,0.00246534294797434
long_w1,married_before18,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+dn010_+phactiv,1.13430975732181,1.08602042938888,1.18518068199543,1.56452804050858e-08
cross,younger_than_55_w1,"c(""event_ever"", ""age_at_event"")","c(""age_int"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever,age_int+dn010_+phactiv,1.05471580413581,1.03327851036223,1.07666217018875,3.82481650275858e-07
long_w1,married_before18,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,age_int+dn010_+phactiv,1.09943121201201,1.05523645943819,1.14581553121856,6.4083763900059e-06
cross,married_before18,"c(""event_ever"", ""death_by_event"")","c(""age_int"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever,age_int+dn010_+phactiv,1.02115384663417,1.00328885393778,1.03938786938816,0.0202578973960493
cross,none,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+phactiv,1.06007966923452,1.03463062751165,1.0862584593153,2.64011836660142e-06
long_w1,born_after1954,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""age_int"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,age_int+br002_+phactiv,1.17495765140533,1.11525482460335,1.23843849365489,1.6071658484106e-09
cross,married_before18,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""age_int"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,age_int+br002_+phactiv,1.06185085033779,1.03630164726642,1.08813429797792,1.43308350588041e-06
long_nostrict,country,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"")",log_reg,age_at_event+death_by_event+event_ever,country+dn010_+dn042_,0.862815682857612,0.84515616439619,0.880887713794228,2.40528532719585e-44
long_w1,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""dn042_"", ""country"", ""dn010_"")",log_reg,age_at_event+event_ever+since_last_int,country+dn010_+dn042_,0.881204675435488,0.845366037930454,0.918784552800223,2.63104084140955e-09
long_nostrict,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""dn042_"", ""country"", ""dn010_"")",log_reg,age_at_event+event_ever+since_last_int,country+dn010_+dn042_,0.880341026692757,0.862063912445021,0.899057140646208,1.3219471212293e-32
cross,divorced_widowed,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""country"", ""dn010_"")",log_reg,death_by_event+event_ever,country+dn010_+dn042_,0.852570381776192,0.839224685371079,0.866150246876989,2.99661446219806e-87
cross,born_after1954,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+country+dn042_,0.892931639137693,0.870059630173735,0.916459843885833,1.29412793847629e-17
long_w1,none,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""country"", ""br002_"")",log_reg,age_at_event+event_ever,br002_+country+dn042_,0.877459284443329,0.833332573505229,0.924171676786229,7.29362178832622e-07
cross,country,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""country"", ""br002_"")",log_reg,age_at_event+event_ever,br002_+country+dn042_,0.90662857022635,0.884268736942509,0.929624892695411,1.56496732365192e-14
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""country"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever,br002_+country+dn042_,0.888376054982408,0.867499360537747,0.909810380472308,1.96910718892849e-22
long_nostrict,divorced_widowed,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,br002_+country+dn042_,0.878553052903362,0.854366165155527,0.903497682179688,1.10764341259377e-19
long_nostrict,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""country"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,country+dn042_+phactiv,0.859151287758393,0.842941290684674,0.875702730881378,6.46130449366159e-55
cross,none,event_ever,"c(""dn042_"", ""country"", ""phactiv"")",log_reg,event_ever,country+dn042_+phactiv,0.883552258567555,0.868748962772023,0.898634759538242,1.07380980820598e-46
long_w1,married_before18,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""country"", ""phactiv"")",log_reg,age_at_event+event_ever,country+dn042_+phactiv,0.874368918939856,0.842374665870959,0.907701802115671,1.83268481739097e-12
long_w1,country,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""country"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,country+dn042_+phactiv,0.843073680477367,0.81273718155605,0.874632794253527,7.69708378092219e-20
long_nostrict,born_after1954,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""country"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,country+dn042_+phactiv,0.875651440627877,0.857905549025719,0.893793442413022,5.78108325162876e-37
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""country"", ""phactiv"")",log_reg,death_by_event+event_ever,country+dn042_+phactiv,0.889301803120229,0.869803309518485,0.909263030396984,3.55840770838503e-25
cross,born_after1954,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""country"", ""phactiv"")",log_reg,death_by_event+event_ever,country+dn042_+phactiv,0.875465021948654,0.860257710724688,0.890961279785101,5.42349695556624e-50
long_w1,married_before18,event_ever,"c(""dn042_"", ""dn010_"", ""br002_"")",log_reg,event_ever,br002_+dn010_+dn042_,0.921506022034788,0.8667315603019,0.980405932547176,0.00930205377137483
long_w1,younger_than_55_w1,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever,br002_+dn010_+dn042_,0.943244132282251,0.883020421536866,1.00826272260368,0.0841203253932647
long_nostrict,married_before18,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever,br002_+dn010_+dn042_,0.899085766064701,0.872127341464457,0.927002824315057,8.25916423882626e-12
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever,br002_+dn010_+dn042_,0.897789142621875,0.864726079775258,0.932255108861701,1.89638666821748e-08
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""dn042_"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever+since_last_int,br002_+dn010_+dn042_,0.909190709234995,0.885864311488582,0.933225151862528,7.74772137172757e-13
long_w1,none,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever,br002_+dn010_+dn042_,0.907256539359023,0.855825160789278,0.962303237569082,0.00113708194347671
long_nostrict,born_after1954,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever,br002_+dn010_+dn042_,0.8942837468081,0.864800456950265,0.924906957751748,7.09681473575775e-11
long_w1,younger_than_55_w1,event_ever,"c(""dn042_"", ""dn010_"", ""phactiv"")",log_reg,event_ever,dn010_+dn042_+phactiv,0.925766784909825,0.885886117972059,0.967680929876245,0.000617102643554674
cross,born_after1954,event_ever,"c(""dn042_"", ""dn010_"", ""phactiv"")",log_reg,event_ever,dn010_+dn042_+phactiv,0.890082379218851,0.873365376150959,0.907154174253783,2.61122589797961e-33
cross,married_before18,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever,dn010_+dn042_+phactiv,0.881095648186291,0.86566315472005,0.896838353852781,1.07125455574392e-44
long_nostrict,younger_than_55_w1,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever,dn010_+dn042_+phactiv,0.893124624879609,0.871587373840277,0.91524488559547,1.23729645959127e-19
cross,none,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,dn010_+dn042_+phactiv,0.861266889770963,0.846724840105048,0.876087319315317,4.09908097586241e-66
cross,born_after1954,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,dn010_+dn042_+phactiv,0.867721025169148,0.851978300026413,0.883781627916948,5.04547835249318e-52
long_nostrict,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,dn010_+dn042_+phactiv,0.861970016700134,0.844367345343189,0.879985634212912,4.22853027864176e-45
long_w1,younger_than_55_w1,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,dn010_+dn042_+phactiv,0.880955268426535,0.845372190548731,0.918186011131699,1.81076257908867e-09
long_w1,country,"c(""event_ever"", ""death_by_event"")","c(""dn042_"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever,dn010_+dn042_+phactiv,0.859184252719937,0.825033436038155,0.894922418937645,2.53161063670058e-13
cross,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+dn042_+phactiv,0.908259726424151,0.886722062018039,0.93038188663427,4.21572199357748e-15
cross,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+dn042_+phactiv,0.908259726424151,0.886722062018039,0.93038188663427,4.21572199357748e-15
cross,none,"c(""event_ever"", ""age_at_event"")","c(""dn042_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever,br002_+dn042_+phactiv,0.925205096928648,0.902603662421785,0.948447338931199,7.68728555396013e-10
long_w1,none,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,br002_+dn042_+phactiv,0.908793752611507,0.864360882253017,0.955767102734455,0.000191605081814784
cross,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn042_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,br002_+dn042_+phactiv,0.92819626585613,0.9015637791619,0.955679293670202,5.41800518467782e-07
long_w1,none,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,br002_+dn042_+phactiv,0.906830797635068,0.862620363640528,0.953558108952833,0.000130502080170703
cross,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""dn042_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,br002_+dn042_+phactiv,0.910881193896096,0.888946198617298,0.933422883782779,6.62663165165546e-14
long_nostrict,none,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+country+dn010_,0.96697168178454,0.938183920377721,0.996796800652548,0.0298081654599428
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever,br002_+country+dn010_,0.976971464974044,0.952077075911444,1.00263088557986,0.0775124221605527
long_nostrict,country,"c(""event_ever"", ""age_at_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever,br002_+country+dn010_,0.974670331913833,0.9443674932178,1.0061234383895,0.112337346418007
long_nostrict,country,"c(""event_ever"", ""age_at_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever,br002_+country+dn010_,0.974670331913833,0.9443674932178,1.0061234383895,0.112337346418007
long_nostrict,born_after1954,"c(""event_ever"", ""age_at_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever,br002_+country+dn010_,0.979616160748665,0.946852561908468,1.01371408902953,0.236716951032506
cross,none,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever,br002_+country+dn010_,0.966350944748303,0.942463349185789,0.990943008618681,0.00747254943740835
long_w1,married_before18,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever,br002_+country+dn010_,0.970249573552526,0.915969959403305,1.02837710281812,0.306326520888808
cross,born_after1954,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+death_by_event+event_ever,br002_+country+dn010_,0.971828087993011,0.945645137287007,0.998846908727377,0.0406900141382286
cross,none,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever+since_last_int,br002_+country+dn010_,0.976971464974044,0.952077075911444,1.00263088557986,0.0775124221605527
cross,younger_than_55_w1,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,age_at_event+event_ever+since_last_int,br002_+country+dn010_,0.998749604582045,0.968199496156156,1.03041069331897,0.93722249606558
cross,divorced_widowed,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,br002_+country+dn010_,0.966350944748303,0.942463349185789,0.990943008618681,0.00747254943740835
long_w1,country,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""country"", ""dn010_"", ""br002_"")",log_reg,death_by_event+event_ever+since_last_int,br002_+country+dn010_,0.961573473847962,0.905657553462825,1.02161045386393,0.202234063774579
cross,none,event_ever,"c(""country"", ""dn010_"", ""phactiv"")",log_reg,event_ever,country+dn010_+phactiv,0.953163344925632,0.936547444704691,0.970119395096751,9.32390433995576e-08
cross,country,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""country"", ""dn010_"", ""phactiv"")",log_reg,age_at_event+event_ever+since_last_int,country+dn010_+phactiv,0.955353423340532,0.938420016805575,0.97263912281556,5.75406873524632e-07
cross,none,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""country"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,country+dn010_+phactiv,0.930147448516875,0.914497667808717,0.946102678021381,6.54245525536151e-17
cross,none,"c(""event_ever"", ""death_by_event"")","c(""country"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever,country+dn010_+phactiv,0.930147448516875,0.914497667808717,0.946102678021381,6.54245525536151e-17
long_nostrict,married_before18,"c(""event_ever"", ""death_by_event"")","c(""country"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever,country+dn010_+phactiv,0.932029022401952,0.913288375816387,0.9512116246747,1.18039694675908e-11
cross,married_before18,"c(""event_ever"", ""death_by_event"")","c(""country"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever,country+dn010_+phactiv,0.931050123955747,0.915361861887493,0.947044758169715,1.8594850025947e-16
long_w1,divorced_widowed,"c(""event_ever"", ""death_by_event"")","c(""country"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever,country+dn010_+phactiv,0.924508244198969,0.88956023683057,0.961042165916506,6.85650629875524e-05
long_nostrict,divorced_widowed,"c(""event_ever"", ""death_by_event"")","c(""country"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever,country+dn010_+phactiv,0.931037899635966,0.912340029980885,0.950176539122332,5.44150208466417e-12
cross,younger_than_55_w1,"c(""event_ever"", ""death_by_event"")","c(""country"", ""dn010_"", ""phactiv"")",log_reg,death_by_event+event_ever,country+dn010_+phactiv,0.963473958012833,0.945034807906291,0.982313459136213,0.00016306272819959
long_nostrict,married_before18,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""country"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+country+phactiv,0.97449069702399,0.94795897526153,1.0018740682433,0.0670653928503847
long_w1,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""country"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+country+phactiv,0.981430725178156,0.934769448861168,1.03076038256911,0.452212565826514
cross,none,event_ever,"c(""country"", ""br002_"", ""phactiv"")",log_reg,event_ever,br002_+country+phactiv,1.00121509764017,0.977100926379867,1.0260200341184,0.92237318933604
long_nostrict,married_before18,"c(""event_ever"", ""age_at_event"")","c(""country"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever,br002_+country+phactiv,0.990583079983157,0.962764602184631,1.01933184846065,0.515921442845585
cross,none,"c(""event_ever"", ""age_at_event"", ""since_last_int"")","c(""country"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever+since_last_int,br002_+country+phactiv,0.9985866459209,0.974576906647834,1.02328224669917,0.909482136806424
cross,none,"c(""event_ever"", ""death_by_event"")","c(""country"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+country+phactiv,0.986816909320867,0.963785471450107,1.01048140905718,0.271525555689584
cross,married_before18,"c(""event_ever"", ""death_by_event"")","c(""country"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+country+phactiv,0.9867672363263,0.963714387740318,1.01045382306801,0.27018168143585
cross,divorced_widowed,"c(""event_ever"", ""death_by_event"")","c(""country"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+country+phactiv,0.986816909320867,0.963785471450107,1.01048140905718,0.271525555689584
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"", ""since_last_int"", ""death_by_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever+since_last_int,br002_+dn010_+phactiv,0.979185893146165,0.954906264592134,1.00418888666769,0.101308823875487
long_w1,born_after1954,event_ever,"c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,event_ever,br002_+dn010_+phactiv,1.02668899043444,0.965740355223928,1.09235698212124,0.401896140276156
cross,divorced_widowed,"c(""event_ever"", ""age_at_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever,br002_+dn010_+phactiv,0.987365259863794,0.962123887840809,1.01338973149524,0.336964758822888
cross,country,"c(""event_ever"", ""age_at_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+event_ever,br002_+dn010_+phactiv,0.985832122330859,0.960233717855778,1.01223720139208,0.288872013156728
cross,married_before18,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,br002_+dn010_+phactiv,0.979099526221257,0.954793621679362,1.00412973719615,0.100282902653946
long_w1,born_after1954,"c(""event_ever"", ""age_at_event"", ""death_by_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,age_at_event+death_by_event+event_ever,br002_+dn010_+phactiv,1.01626125372458,0.95883592249066,1.07784420562386,0.588826284981943
cross,none,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,br002_+dn010_+phactiv,0.979185893146165,0.954906264592134,1.00418888666769,0.101308823875487
cross,born_after1954,"c(""event_ever"", ""since_last_int"", ""death_by_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever+since_last_int,br002_+dn010_+phactiv,0.988123319248333,0.961391910467888,1.01571880818633,0.394187249651653
long_nostrict,none,"c(""event_ever"", ""death_by_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+dn010_+phactiv,0.970061104362293,0.941267333057242,0.999895951127229,0.0486048350169331
long_w1,divorced_widowed,"c(""event_ever"", ""death_by_event"")","c(""dn010_"", ""br002_"", ""phactiv"")",log_reg,death_by_event+event_ever,br002_+dn010_+phactiv,1.00219327770523,0.9458682976936,1.0625806963962,0.941149953675109
